
 num     #instances         #bytes  class name
 458:             2             64  sun.nio.ch.ServerSocketAdaptor
 459:             2             64  com.gemstone.gemfire.internal.cache.CacheServerLauncher$Status
 460:             1             56  com.gemstone.gemfire.internal.cache.TXManagerImpl$1
 461:             1             56  com.gemstone.gemfire.internal.cache.EntryExpiryTask
 462:             1             56  java.text.RuleBasedBreakIterator
 463:             1             56  [Lcom.gemstone.gemfire.internal.admin.ListenerIdMap$Entry;
 464:             1             56  [Ljava.lang.Runnable;
 465:             1             56  com.gemstone.gemfire.internal.cache.tier.sockets.ClientHealthMonitor
 466:             1             56  [F
 467:             1             56  java.util.ResourceBundle$RBClassLoader
 468:             1             56  com.gemstone.gemfire.internal.cache.TXEntryState
 469:             1             56  com.gemstone.gemfire.pdx.internal.TypeRegistry
 470:             1             56  com.gemstone.org.jgroups.protocols.PingWaiter
 471:             1             56  com.gemstone.gemfire.internal.GemFireVersion
 472:             3             56  [Ljava.io.File;
 473:             2             48  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
 474:             3             48  sun.reflect.generics.factory.CoreReflectionFactory
 475:             3             48  com.gemstone.gemfire.internal.InternalDataSerializer$SERIALIZATION_VERSION
 476:             1             48  sun.nio.ch.SinkChannelImpl
 477:             2             48  com.gemstone.gemfire.internal.cache.Node
 478:             1             48  com.gemstone.gemfire.internal.cache.EventTracker$ExpiryTask
 479:             1             48  com.gemstone.gemfire.cache.server.internal.LoadMonitor
 480:             1             48  java.text.DateFormatSymbols
 481:             3             48  com.gemstone.gemfire.internal.cache.PRHARedundancyProvider$ManageBucketRsp
 482:             3             48  com.gemstone.gemfire.cache.EvictionAction
 483:             3             48  com.gemstone.gemfire.internal.tcp.Stub
 484:             3             48  com.gemstone.gemfire.internal.concurrent.ConcurrentLinkedQueue5
 485:             2             48  com.springsource.vfabric.licensing.client.LocalVliCheckLicenseProvider
 486:             3             48  [Ljava.lang.reflect.Constructor;
 487:             2             48  com.gemstone.gemfire.internal.admin.SSLConfig
 488:             2             48  com.gemstone.gemfire.internal.util.VersionedArrayList
 489:             1             48  com.springsource.vfabric.licensing.state.LicenseState
 490:             3             48  java.nio.charset.CodingErrorAction
 491:             2             48  sun.security.provider.SecureRandom
 492:             3             48  com.gemstone.gemfire.distributed.DurableClientAttributes
 493:             2             48  java.lang.management.MemoryType
 494:             1             48  [Lsun.nio.ch.SelectionKeyImpl;
 495:             1             48  [Lcom.gemstone.gemfire.internal.cache.control.MemoryEventType;
 496:             3             48  com.gemstone.gemfire.internal.util.concurrent.StoppableReentrantLock
 497:             3             48  com.gemstone.gemfire.distributed.internal.locks.DistributedMemberLock$LockReentryPolicy
 498:             2             48  com.gemstone.gemfire.internal.OneTaskOnlyExecutor
 499:             2             48  com.gemstone.org.jgroups.stack.AckSenderWindow
 500:             1             48  com.gemstone.gemfire.cache.query.internal.index.IndexManager
 501:             2             48  java.lang.ref.ReferenceQueue$Null
 502:             1             48  com.gemstone.gemfire.internal.tools.gfsh.app.GfshVersion
 503:             1             48  [Ljava.math.RoundingMode;
 504:             2             48  com.gemstone.gemfire.distributed.internal.ProcessorKeeper21
 505:             3             48  com.gemstone.gemfire.internal.cache.LocalRegion$IteratorType
 506:             3             48  sun.reflect.generics.scope.ClassScope
 507:             2             48  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl
 508:             2             48  java.util.BitSet
 509:             3             48  com.springsource.vfabric.licensing.events.Event$EventSeverity
 510:             1             48  com.gemstone.gemfire.SystemFailure$2
 511:             3             48  java.text.AttributedCharacterIterator$Attribute
 512:             1             48  com.gemstone.org.jgroups.protocols.pbcast.ClientGmsImpl
 513:             3             48  com.gemstone.gemfire.distributed.internal.deadlock.UnsafeThreadLocal
 514:             1             48  sun.nio.ch.SourceChannelImpl
 515:             2             48  com.gemstone.gemfire.internal.jndi.ContextImpl
 516:             1             48  com.gemstone.gemfire.internal.cache.PartitionedRegion$PRIdMap
 517:             3             48  java.util.regex.Pattern$Slice
 518:             2             48  java.io.BufferedOutputStream
 519:             3             48  java.net.Proxy$Type
 520:             2             48  java.io.FileInputStream
 521:             2             48  [Ljava.nio.channels.SelectionKey;
 522:             3             48  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$1$1
 523:             3             48  java.lang.Boolean
 524:             3             48  java.util.regex.Pattern$All
 525:             1             48  [Lcom.gemstone.gemfire.cache.client.ClientRegionShortcut;
 526:             1             48  com.gemstone.gemfire.internal.licensing.ServerLicenseChecker
 527:             2             48  java.lang.management.ManagementPermission
 528:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
 529:             1             48  com.gemstone.gemfire.internal.tcp.ConnectionTable
 530:             2             48  com.gemstone.gemfire.distributed.internal.locks.DLockLogWriter
 531:             3             48  [Lsun.reflect.generics.tree.FormalTypeParameter;
 532:             2             48  sun.security.jca.ProviderList
 533:             2             48  com.springsource.vfabric.licensing.client.LicensePool
 534:             1             48  com.gemstone.gemfire.internal.cache.CacheServerLauncher
 535:             1             48  com.gemstone.org.jgroups.util.GemFireTracer$1
 536:             2             48  java.util.regex.Pattern$BnM
 537:             1             40  com.gemstone.gemfire.internal.SocketCreator
 538:             1             40  com.gemstone.gemfire.distributed.internal.direct.DirectChannel
 539:             1             40  com.gemstone.org.jgroups.protocols.pbcast.GMS$ViewHandler
 540:             1             40  sun.nio.cs.StandardCharsets$Cache
 541:             1             40  java.lang.ProcessEnvironment
 542:             1             40  com.springsource.vfabric.licensing.client.MasterLicenseManager
 543:             1             40  com.gemstone.gemfire.internal.tcp.Connection$2
 544:             1             40  sun.nio.cs.StandardCharsets$Classes
 545:             1             40  sun.nio.ch.WindowsSelectorImpl$FdMap
 546:             1             40  com.gemstone.gemfire.internal.cache.tier.sockets.CacheClientNotifier$3
 547:             1             40  [Lcom.gemstone.gemfire.cache.DataPolicy;
 548:             1             40  com.gemstone.org.jgroups.protocols.PingSender
 549:             1             40  [Lcom.gemstone.gemfire.cache.EvictionAlgorithm;
 550:             1             40  com.gemstone.gemfire.internal.security.SecurityLocalLogWriter
 551:             1             40  com.gemstone.gemfire.internal.cache.lru.HeapEvictor
 552:             1             40  [Ljava.lang.management.MemoryPoolMXBean;
 553:             1             40  com.gemstone.gemfire.internal.admin.remote.RemoteTransportConfig
 554:             1             40  com.gemstone.gemfire.distributed.internal.DistributionManager$SerialQueuedExecutorPool
 555:             1             40  java.lang.management.MemoryUsage
 556:             1             40  com.gemstone.gemfire.internal.cache.ControllerAdvisor$ControllerProfile
 557:             1             40  com.springsource.vfabric.licensing.client.MasterLicenseManager$1
 558:             1             40  [Ljava.util.concurrent.TimeUnit;
 559:             1             40  com.gemstone.org.jgroups.stack.GossipClient$Refresher
 560:             1             40  sun.nio.cs.StandardCharsets$Aliases
 561:             1             40  com.gemstone.gemfire.distributed.internal.membership.NetView
 562:             2             32  java.net.InetAddress$Cache$Type
 563:             1             32  [Lcom.gemstone.gemfire.cache.Scope;
 564:             2             32  java.util.regex.Pattern$CharPropertyNames$9
 565:             2             32  com.gemstone.gemfire.internal.concurrent.ReentrantLock5$C5
 566:             1             32  com.gemstone.gemfire.internal.cache.xmlcache.CacheXmlPropertyResolver
 567:             2             32  sun.misc.Signal
 568:             1             32  com.gemstone.gemfire.distributed.internal.ServerLocation
 569:             1             32  java.net.DatagramPacket
 570:             1             32  com.gemstone.gemfire.internal.licensing.VFabricLicenseEngine
 571:             1             32  java.io.DataInputStream
 572:             2             32  com.gemstone.org.jgroups.oswego.concurrent.WriterPreferenceReadWriteLock$WriterLock
 573:             2             32  com.gemstone.gemfire.internal.cache.BucketRegion$RawValue
 574:             1             32  com.gemstone.gemfire.internal.cache.ClientSubscriptionConfigImpl
 575:             2             32  com.springsource.vfabric.licensing.client.ActivatedLicense
 576:             2             32  com.gemstone.gemfire.cache.InterestPolicy
 577:             2             32  java.util.TreeSet
 578:             2             32  [Ljava.security.cert.Certificate;
 579:             2             32  [Ljava.lang.ClassLoader;
 580:             1             32  [Lcom.gemstone.gemfire.internal.cache.EventID$AbstractEventIDByteArrayFiller;
 581:             1             32  com.gemstone.gemfire.internal.admin.remote.DistributionLocatorId
 582:             1             32  [Lcom.gemstone.gemfire.internal.cache.BucketRegion$SizeOp;
 583:             2             32  sun.security.jca.ProviderList$3
 584:             1             32  sun.misc.SoftCache
 585:             2             32  java.util.jar.Manifest
 586:             2             32  com.gemstone.org.jgroups.oswego.concurrent.WriterPreferenceReadWriteLock$ReaderLock
 587:             2             32  java.util.regex.Pattern$Begin
 588:             2             32  com.gemstone.gemfire.internal.concurrent.CopyOnWriteArraySet5
 589:             2             32  com.gemstone.gemfire.internal.cache.PartitionRegionConfigValidator
 590:             4             32  com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$BufferHandler
 591:             1             32  com.gemstone.gemfire.internal.GemFireStatSampler$LocalLongStatListenerImpl
 592:             1             32  com.gemstone.org.jgroups.stack.AckReceiverWindow
 593:             2             32  com.springsource.vfabric.licensing.state.ComponentInstance
 594:             1             32  com.gemstone.gemfire.distributed.internal.locks.LockGrantorId
 595:             1             32  com.gemstone.org.jgroups.util.ExposedBufferedInputStream
 596:             1             32  java.io.BufferedInputStream
 597:             2             32  java.nio.charset.CoderResult
 598:             2             32  java.util.regex.Pattern$SliceU
 599:             2             32  java.net.InetAddress$Cache
 600:             1             32  [Lcom.gemstone.gemfire.internal.cache.PartitionedRegionDataStore$CreateBucketResult;
 601:             1             32  com.gemstone.org.jgroups.protocols.FD_SOCK$ServerSocketHandler
 602:             1             32  [Ljava.lang.ref.SoftReference;
 603:             1             32  [Lcom.gemstone.gemfire.cache.LossAction;
 604:             1             32  com.gemstone.org.jgroups.conf.ClassConfigurator
 605:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegion$2
 606:             2             32  java.util.regex.Pattern$CharPropertyNames$19
 607:             1             32  sun.nio.cs.ext.ExtendedCharsets
 608:             2             32  com.gemstone.gemfire.internal.util.concurrent.StoppableCondition
 609:             2             32  [Ljava.net.InetSocketAddress;
 610:             1             32  com.springsource.vfabric.licensing.client.LocalStateManager
 611:             1             32  com.gemstone.gemfire.internal.licensing.ClientLicenseService
 612:             1             32  [Ljava.lang.OutOfMemoryError;
 613:             1             32  java.util.ResourceBundle$1
 614:             1             32  java.text.DontCareFieldPosition
 615:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegion$3
 616:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegion$AdvisorListener
 617:             1             32  com.gemstone.gemfire.internal.jta.TransactionManagerImpl
 618:             1             32  com.gemstone.org.jgroups.util.TimeScheduler
 619:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegionStats
 620:             2             32  sun.misc.URLClassPath$FileLoader
 621:             1             32  sun.reflect.generics.reflectiveObjects.TypeVariableImpl
 622:             2             32  java.lang.InheritableThreadLocal
 623:             1             32  sun.nio.ch.SocketAdaptor$SocketInputStream
 624:             2             32  sun.nio.ch.ServerSocketChannelImpl$1
 625:             1             32  sun.nio.ch.WindowsSelectorImpl$SubSelector
 626:             1             32  sun.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl
 627:             2             32  com.gemstone.gemfire.cache.ResumptionAction
 628:             2             32  com.gemstone.org.jgroups.Membership
 629:             1             32  com.gemstone.org.jgroups.protocols.pbcast.ParticipantGmsImpl
 630:             1             32  com.gemstone.gemfire.internal.cache.ForceReattemptException
 631:             2             32  sun.misc.NativeSignalHandler
 632:             2             32  com.gemstone.org.jgroups.Event
 633:             2             32  java.nio.ByteOrder
 634:             1             32  [Lcom.gemstone.gemfire.cache.ExpirationAction;
 635:             2             32  com.gemstone.gemfire.internal.cache.PRHARedundancyProvider$1
 636:             1             32  com.gemstone.gemfire.distributed.internal.locks.GrantorRequestProcessor$GrantorRequestContext
 637:             2             32  com.gemstone.org.jgroups.oswego.concurrent.CopyOnWriteArrayList
 638:             1             24  java.lang.Throwable
 639:             1             24  com.gemstone.gemfire.cache.server.ServerLoad
 640:             1             24  com.gemstone.gemfire.internal.cache.xmlcache.CacheXmlPropertyResolverHelper
 641:             1             24  [Lcom.gemstone.gemfire.distributed.internal.locks.DistributedMemberLock$LockReentryPolicy;
 642:             1             24  com.gemstone.org.jgroups.protocols.PingRsp
 643:             1             24  sun.text.CompactByteArray
 644:             1             24  java.util.PriorityQueue
 645:             1             24  java.util.Collections$SynchronizedList
 646:             1             24  com.gemstone.gemfire.internal.cache.persistence.PersistentMemberManager
 647:             1             24  com.gemstone.gemfire.internal.cache.EventID$ThreadAndSequenceIDWrapper
 648:             1             24  java.net.InetAddress
 649:             1             24  [Lcom.gemstone.gemfire.internal.licensing.ComponentType;
 650:             1             24  sun.nio.cs.US_ASCII
 651:             1             24  sun.management.VMManagementImpl
 652:             1             24  sun.nio.ch.WindowsSelectorImpl$StartLock
 653:             1             24  com.gemstone.gemfire.internal.admin.ListenerIdMap
 654:             1             24  [Ljava.net.InetAddress$Cache$Type;
 655:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$7
 656:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$8
 657:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$5
 658:             1             24  com.gemstone.gemfire.distributed.internal.locks.ElderState
 659:             1             24  com.gemstone.gemfire.internal.tcp.TCPConduit$1
 660:             1             24  sun.management.MemoryImpl
 661:             1             24  java.io.WinNTFileSystem
 662:             1             24  sun.nio.cs.StandardCharsets
 663:             1             24  sun.nio.ch.WindowsSelectorImpl$FinishLock
 664:             1             24  java.util.concurrent.DelayQueue
 665:             1             24  com.gemstone.org.jgroups.util.CondVar
 666:             1             24  [Lcom.gemstone.gemfire.cache.MirrorType;
 667:             1             24  java.net.ServerSocket
 668:             1             24  [Lcom.springsource.vfabric.licensing.events.Event$EventSeverity;
 669:             1             24  java.util.Collections$SynchronizedSortedSet
 670:             1             24  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$1
 671:             1             24  [Ljava.util.regex.Pattern;
 672:             1             24  com.gemstone.gemfire.internal.cache.DynamicRegionFactoryImpl
 673:             1             24  [Ljava.lang.management.MemoryType;
 674:             1             24  javax.naming.InitialContext
 675:             1             24  sun.nio.ch.PollArrayWrapper
 676:             1             24  com.gemstone.org.jgroups.protocols.FD$HeartbeatSender
 677:             1             24  com.gemstone.gemfire.internal.SecurityLogWriter
 678:             1             24  com.gemstone.gemfire.internal.cache.ProxyRegionMap
 679:             1             24  com.springsource.vfabric.licensing.state.InstanceState
 680:             1             24  com.gemstone.org.jgroups.protocols.FD_SOCK$BroadcastTask
 681:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$6
 682:             1             24  com.gemstone.gemfire.internal.NanoTimer
 683:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$4
 684:             1             24  com.gemstone.gemfire.internal.UniqueIdGenerator
 685:             1             24  [Lcom.gemstone.gemfire.cache.EvictionAction;
 686:             1             24  [Lcom.gemstone.gemfire.internal.InternalDataSerializer$SERIALIZATION_VERSION;
 687:             1             24  sun.nio.cs.ISO_8859_1
 688:             1             24  com.gemstone.gemfire.internal.sequencelog.SequenceLoggerImpl
 689:             3             24  sun.net.www.protocol.jar.Handler
 690:             1             24  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$2
 691:             1             24  java.util.regex.Pattern$7
 692:             1             24  [Lcom.gemstone.gemfire.cache.InterestPolicy;
 693:             1             24  sun.nio.cs.UTF_8
 694:             1             24  [Ljava.lang.management.MemoryManagerMXBean;
 695:             1             24  java.lang.ref.Reference
 696:             1             24  com.gemstone.gemfire.internal.cache.tier.CachedRegionHelper
 697:             1             24  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$5
 698:             3             24  com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$BlockHandler
 699:             1             24  com.gemstone.gemfire.internal.cache.PoolManagerImpl
 700:             1             24  [Lcom.gemstone.gemfire.internal.cache.LocalRegion$IteratorType;
 701:             1             24  com.gemstone.gemfire.internal.cache.ReliableMessageQueueFactoryImpl
 702:             1             24  java.util.RegularEnumSet
 703:             1             24  com.gemstone.gemfire.cache.server.internal.ServerMetricsImpl
 704:             1             24  com.gemstone.gemfire.distributed.internal.FlowControlParams
 705:             1             24  com.gemstone.gemfire.internal.ClassPathLoader
 706:             1             24  com.gemstone.org.jgroups.util.ExposedByteArrayInputStream
 707:             1             24  [Ljava.net.Proxy$Type;
 708:             1             24  sun.nio.ch.AllocatedNativeObject
 709:             1             24  com.gemstone.org.jgroups.util.ExposedBufferedOutputStream
 710:             1             24  java.lang.reflect.ReflectPermission
 711:             1             24  java.net.InetAddress$CacheEntry
 712:             1             24  sun.management.MemoryManagerImpl
 713:             1             24  com.gemstone.gemfire.internal.cache.lru.HeapEvictor$2
 714:             1             24  com.gemstone.org.jgroups.util.ExposedDataOutputStream
 715:             1             24  [Lcom.gemstone.gemfire.cache.ResumptionAction;
 716:             1             24  com.gemstone.gemfire.internal.cache.CacheConfig
 717:             1             24  sun.nio.cs.ext.MS932
 718:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$12
 719:             1             16  com.gemstone.gemfire.internal.cache.control.ResourceManagerStats
 720:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$MemberEventInvoker
 721:             1             16  java.util.regex.Pattern$CharPropertyNames$14
 722:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$5
 723:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$7$1
 724:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$15
 725:             1             16  sun.management.ClassLoadingImpl
 726:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$3
 727:             1             16  com.gemstone.gemfire.internal.admin.remote.RemoteGfManagerAgent$1
 728:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$3
 729:             1             16  java.util.regex.Pattern$CharPropertyNames$15
 730:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_DESTROY
 731:             1             16  com.gemstone.org.jgroups.util.TimeScheduler$Loop
 732:             1             16  java.util.regex.Pattern$LastNode
 733:             1             16  java.text.DontCareFieldPosition$1
 734:             1             16  com.gemstone.gemfire.internal.StatisticsTypeFactoryImpl
 735:             1             16  com.gemstone.gemfire.internal.licensing.LogWriterAdapter
 736:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_CLEAR
 737:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$11
 738:             1             16  com.gemstone.org.jgroups.util.ExposedByteArrayOutputStream
 739:             1             16  java.util.regex.Pattern$CharPropertyNames$13
 740:             1             16  java.util.regex.Pattern$CharPropertyNames$16
 741:             1             16  java.util.regex.Pattern$Dollar
 742:             1             16  com.gemstone.gemfire.internal.size.SizeClassOnceObjectSizer
 743:             1             16  com.gemstone.gemfire.pdx.internal.PeerTypeRegistration$1
 744:             1             16  com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$MyDCReceiver
 745:             1             16  com.gemstone.gemfire.internal.cache.tier.sockets.CacheServerStats$1
 746:             1             16  com.gemstone.gemfire.internal.jta.UserTransactionImpl
 747:             1             16  java.net.Inet6AddressImpl
 748:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$16
 749:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_CREATE
 750:             1             16  com.gemstone.gemfire.internal.cache.control.InternalResourceManager$2
 751:             1             16  com.gemstone.gemfire.internal.CopyOnWriteHashSet
 752:             1             16  java.util.regex.Pattern$CharPropertyNames$17
 753:             1             16  java.util.concurrent.Semaphore
 754:             1             16  java.util.regex.Pattern$CharPropertyNames$12
 755:             1             16  [Ljava.io.ObjectStreamClass$ClassDataSlot;
 756:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$13
 757:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_INVALIDATE
 758:             1             16  [Ljava.security.Provider;
 759:             1             16  com.gemstone.gemfire.internal.ManagerLogWriter$7
 760:             1             16  java.util.regex.Pattern$CharPropertyNames$11
 761:             1             16  [Lsun.reflect.generics.tree.FieldTypeSignature;
 762:             1             16  com.gemstone.gemfire.distributed.internal.ReplyProcessor21$2
 763:             1             16  com.gemstone.gemfire.internal.cache.PartitionedRegion$1
 764:             1             16  java.util.regex.Pattern$CharPropertyNames$18
 765:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_DEPARTURE
 766:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$4$1
 767:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$12
 768:             1             16  com.gemstone.org.jgroups.protocols.UDP$UcastReceiver
 769:             1             16  com.gemstone.gemfire.internal.cache.ha.HARegionQueueAttributes
 770:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$7
 771:             1             16  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$3
 772:             1             16  quitada.MyLikeFunctionService
 773:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$6
 774:             1             16  java.util.regex.Pattern$Node
 775:             1             16  java.text.BreakIterator$BreakIteratorCache
 776:             1             16  java.util.regex.Pattern$CharPropertyNames$20
 777:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$4
 778:             1             16  java.util.regex.Pattern$CharPropertyNames$10
 779:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_CREATE
 780:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_CRASH
 781:             1             16  java.util.regex.Pattern$5
 782:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$17
 783:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$6
 784:             1             16  com.gemstone.gemfire.distributed.internal.deadlock.MessageDependencyMonitor
 785:             1             16  sun.nio.ch.PipeImpl
 786:             1             16  java.util.regex.Pattern$CharPropertyNames$21
 787:             1             16  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$4
 788:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$28
 789:             1             16  [Ljava.text.FieldPosition;
 790:             1             16  sun.text.SupplementaryCharacterData
 791:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_DESTROY
 792:             1             16  com.gemstone.gemfire.internal.cache.CachePerfStats$2
 793:             1             16  [Lcom.gemstone.gemfire.internal.cache.tier.sockets.ServerConnection;
 794:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$3
 795:             1             16  com.gemstone.gemfire.internal.cache.control.ResourceManagerStats$1
 796:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$5
 797:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_ROLE_GAIN
 798:             1             16  [Lcom.gemstone.org.jgroups.protocols.FD_SOCK$ClientConnectionHandler;
 799:             1             16  com.gemstone.gemfire.distributed.internal.locks.DLockService$DLockStopper
 800:             1             16  com.gemstone.gemfire.distributed.internal.locks.DLockStats
 801:             1             16  java.util.regex.Pattern$CharPropertyNames$8
 802:             1             16  java.util.Collections$SingletonList
 803:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$2
 804:             2             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
 805:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$1
 806:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$2
 807:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$25
 808:             1             16  com.springsource.vfabric.licensing.events.EventManager
 809:             1             16  [Ljava.lang.Enum;
 810:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$1
 811:             1             16  sun.net.ProgressMonitor
 812:             1             16  [Lcom.gemstone.gemfire.internal.cache.GatewayHubImpl;
 813:             1             16  java.util.regex.Pattern$CharProperty$1
 814:             1             16  com.gemstone.gemfire.internal.cache.ha.HAContainerMap
 815:             1             16  com.gemstone.org.jgroups.protocols.VIEW_SYNC$ViewSendTask
 816:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_ROLE_LOSS
 817:             1             16  com.gemstone.org.jgroups.protocols.FRAG2$FragmentationList
 818:             1             16  com.gemstone.gemfire.distributed.internal.InternalDistributedSystem$Stopper
 819:             1             16  com.gemstone.gemfire.distributed.internal.ReplyProcessor21$1
 820:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$18
 821:             1             16  sun.jkernel.DownloadManager$1
 822:             1             16  java.util.concurrent.TimeUnit$1
 823:             1             16  [Ljava.lang.reflect.TypeVariable;
 824:             1             16  java.util.regex.Pattern$CharPropertyNames$7
 825:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$10
 826:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$8
 827:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$27
 828:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$19
 829:             1             16  com.gemstone.gemfire.internal.cache.TXReservationMgr
 830:             1             16  com.gemstone.gemfire.internal.cache.InitialImageOperation$1
 831:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_INVALIDATE
 832:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_LIVE
 833:             1             16  sun.net.spi.DefaultProxySelector
 834:             1             16  com.gemstone.gemfire.internal.StatSamplerStats
 835:             1             16  java.nio.channels.spi.AbstractSelector$1
 836:             1             16  com.gemstone.gemfire.internal.cache.ExpirationScheduler
 837:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$13
 838:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$8$1
 839:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$4
 840:             1             16  com.gemstone.gemfire.internal.cache.control.InternalResourceManager$LocalHeapStatListener
 841:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$36
 842:             1             16  com.gemstone.gemfire.internal.cache.PRHARedundancyProvider$PRMembershipListener
 843:             1             16  java.util.Collections$EmptyMap
 844:             1             16  com.gemstone.org.jgroups.util.TimeScheduler$TaskQueue
 845:             2             16  sun.nio.ch.SocketDispatcher
 846:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$24
 847:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$31
 848:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGISTER_INSTANTIATOR
 849:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$8
 850:             1             16  java.util.concurrent.TimeUnit$2
 851:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_UPDATE
 852:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$9
 853:             1             16  sun.nio.ch.Util$2
 854:             1             16  com.gemstone.gemfire.internal.cache.EventID$1
 855:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$30
 856:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$7
 857:             1             16  java.util.Collections$EmptyList
 858:             1             16  com.gemstone.gemfire.internal.cache.control.ResourceManagerStats$2
 859:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$32
 860:             1             16  java.util.regex.Pattern$CharPropertyNames$6
 861:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$20
 862:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$3
 863:             1             16  com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$Puller
 864:             1             16  com.gemstone.org.jgroups.protocols.FD$Broadcaster
 865:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGISTER_DATASERIALIZER
