
 num     #instances         #bytes  class name
 465:             1             48  com.springsource.vfabric.licensing.state.LicenseState
 466:             3             48  com.springsource.vfabric.licensing.events.Event$EventSeverity
 467:             2             48  java.io.FileInputStream
 468:             3             48  com.gemstone.gemfire.distributed.DurableClientAttributes
 469:             3             48  [Lsun.reflect.generics.tree.FormalTypeParameter;
 470:             2             48  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
 471:             2             48  com.gemstone.gemfire.distributed.internal.ProcessorKeeper21
 472:             2             48  com.gemstone.gemfire.internal.admin.SSLConfig
 473:             2             48  java.lang.ref.ReferenceQueue$Null
 474:             2             48  com.gemstone.gemfire.internal.OneTaskOnlyExecutor
 475:             2             48  com.gemstone.org.jgroups.stack.AckSenderWindow
 476:             1             48  [Ljava.math.RoundingMode;
 477:             2             48  sun.nio.ch.AllocatedNativeObject
 478:             2             48  java.util.BitSet
 479:             2             48  java.lang.management.MemoryType
 480:             2             48  com.gemstone.gemfire.distributed.internal.locks.DLockLogWriter
 481:             3             48  com.gemstone.gemfire.distributed.internal.deadlock.UnsafeThreadLocal
 482:             2             48  com.gemstone.gemfire.internal.jndi.ContextImpl
 483:             2             48  java.util.regex.Pattern$BnM
 484:             3             48  com.gemstone.gemfire.internal.tcp.Stub
 485:             3             48  com.gemstone.gemfire.internal.cache.LocalRegion$IteratorType
 486:             3             48  com.gemstone.gemfire.internal.InternalDataSerializer$SERIALIZATION_VERSION
 487:             3             48  java.nio.charset.CodingErrorAction
 488:             1             48  com.gemstone.org.jgroups.protocols.pbcast.ClientGmsImpl
 489:             2             48  java.io.BufferedOutputStream
 490:             2             48  sun.nio.ch.PollArrayWrapper
 491:             2             48  [Ljava.nio.channels.SelectionKey;
 492:             3             48  java.util.concurrent.SynchronousQueue$TransferStack
 493:             2             48  sun.nio.ch.WindowsSelectorImpl$StartLock
 494:             2             48  java.lang.management.ManagementPermission
 495:             1             48  [Lcom.gemstone.gemfire.cache.client.ClientRegionShortcut;
 496:             1             48  com.gemstone.gemfire.internal.licensing.ServerLicenseChecker
 497:             1             48  com.gemstone.gemfire.internal.tcp.ConnectionTable
 498:             2             48  com.springsource.vfabric.licensing.client.LicensePool
 499:             1             48  com.gemstone.gemfire.internal.cache.EventTracker$ExpiryTask
 500:             3             48  java.util.regex.Pattern$All
 501:             1             48  com.gemstone.org.jgroups.util.GemFireTracer$1
 502:             3             48  java.lang.Boolean
 503:             2             48  com.gemstone.gemfire.internal.util.VersionedArrayList
 504:             3             48  sun.reflect.generics.factory.CoreReflectionFactory
 505:             3             48  java.util.regex.Pattern$Slice
 506:             2             48  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl
 507:             2             48  sun.security.provider.SecureRandom
 508:             2             48  com.gemstone.gemfire.internal.cache.Node
 509:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
 510:             1             48  com.gemstone.gemfire.internal.cache.CacheServerLauncher
 511:             3             48  com.gemstone.gemfire.internal.util.concurrent.StoppableNonReentrantLock
 512:             1             48  com.gemstone.gemfire.internal.cache.PartitionedRegion$PRIdMap
 513:             1             40  com.gemstone.gemfire.internal.cache.tier.sockets.CacheClientNotifier$3
 514:             1             40  com.gemstone.gemfire.internal.admin.remote.RemoteTransportConfig
 515:             5             40  com.gemstone.gemfire.internal.cache.LocalRegionDataView
 516:             1             40  sun.nio.cs.StandardCharsets$Cache
 517:             1             40  com.gemstone.gemfire.internal.security.SecurityLocalLogWriter
 518:             1             40  com.gemstone.org.jgroups.protocols.pbcast.GMS$ViewHandler
 519:             1             40  java.lang.ProcessEnvironment
 520:             1             40  com.springsource.vfabric.licensing.client.MasterLicenseManager
 521:             1             40  com.gemstone.gemfire.internal.cache.lru.HeapEvictor
 522:             1             40  sun.nio.cs.StandardCharsets$Classes
 523:             1             40  com.gemstone.gemfire.internal.tcp.Connection$2
 524:             1             40  com.gemstone.gemfire.distributed.internal.direct.DirectChannel
 525:             1             40  com.gemstone.gemfire.internal.SocketCreator
 526:             1             40  [Lcom.gemstone.gemfire.cache.DataPolicy;
 527:             1             40  com.springsource.vfabric.licensing.client.MasterLicenseManager$1
 528:             1             40  com.gemstone.org.jgroups.stack.GossipClient$Refresher
 529:             1             40  [Ljava.lang.management.MemoryPoolMXBean;
 530:             1             40  com.gemstone.gemfire.internal.cache.ControllerAdvisor$ControllerProfile
 531:             1             40  com.gemstone.gemfire.distributed.internal.DistributionManager$SerialQueuedExecutorPool
 532:             1             40  [Ljava.util.concurrent.TimeUnit;
 533:             1             40  sun.nio.cs.StandardCharsets$Aliases
 534:             1             40  com.gemstone.gemfire.distributed.internal.membership.NetView
 535:             1             40  [Lcom.gemstone.gemfire.cache.EvictionAlgorithm;
 536:             1             40  com.gemstone.org.jgroups.protocols.PingSender
 537:             1             40  java.lang.management.MemoryUsage
 538:             1             32  java.util.ResourceBundle$1
 539:             1             32  com.gemstone.gemfire.internal.GemFireStatSampler$LocalLongStatListenerImpl
 540:             2             32  com.gemstone.org.jgroups.oswego.concurrent.CopyOnWriteArrayList
 541:             2             32  com.gemstone.org.jgroups.oswego.concurrent.WriterPreferenceReadWriteLock$ReaderLock
 542:             1             32  com.springsource.vfabric.licensing.client.LocalStateManager
 543:             1             32  [Lcom.gemstone.gemfire.cache.ExpirationAction;
 544:             1             32  com.gemstone.org.jgroups.util.TimeScheduler
 545:             2             32  java.nio.ByteOrder
 546:             2             32  java.util.regex.Pattern$SliceU
 547:             2             32  java.nio.charset.CoderResult
 548:             1             32  com.gemstone.gemfire.internal.cache.xmlcache.CacheXmlPropertyResolver
 549:             2             32  com.gemstone.gemfire.internal.concurrent.CopyOnWriteArraySet5
 550:             2             32  sun.misc.Signal
 551:             2             32  sun.nio.ch.Util$2
 552:             1             32  [Lcom.gemstone.gemfire.cache.Scope;
 553:             1             32  sun.misc.SoftCache
 554:             2             32  com.gemstone.gemfire.cache.InterestPolicy
 555:             1             32  com.gemstone.gemfire.distributed.internal.ServerLocation
 556:             2             32  sun.misc.NativeSignalHandler
 557:             2             32  com.gemstone.org.jgroups.Membership
 558:             2             32  [Ljava.lang.ClassLoader;
 559:             1             32  com.gemstone.gemfire.internal.licensing.VFabricLicenseEngine
 560:             1             32  com.gemstone.gemfire.internal.admin.remote.DistributionLocatorId
 561:             2             32  sun.nio.ch.ServerSocketChannelImpl$1
 562:             2             32  sun.security.jca.ProviderList$3
 563:             1             32  java.net.DatagramPacket
 564:             1             32  com.gemstone.gemfire.internal.jta.TransactionManagerImpl
 565:             2             32  com.gemstone.gemfire.internal.cache.PRHARedundancyProvider$1
 566:             1             32  com.gemstone.gemfire.internal.cache.ForceReattemptException
 567:             2             32  java.util.regex.Pattern$CharPropertyNames$19
 568:             1             32  com.gemstone.org.jgroups.stack.AckReceiverWindow
 569:             1             32  com.gemstone.org.jgroups.util.ExposedBufferedInputStream
 570:             2             32  java.util.TreeSet
 571:             1             32  java.io.BufferedInputStream
 572:             4             32  com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$BufferHandler
 573:             1             32  sun.nio.cs.ext.ExtendedCharsets
 574:             2             32  java.net.InetAddress$Cache$Type
 575:             2             32  com.gemstone.gemfire.internal.cache.PartitionRegionConfigValidator
 576:             1             32  com.gemstone.gemfire.distributed.internal.locks.LockGrantorId
 577:             1             32  com.gemstone.org.jgroups.conf.ClassConfigurator
 578:             2             32  [Ljava.security.cert.Certificate;
 579:             2             32  com.gemstone.gemfire.internal.concurrent.ReentrantLock5$C5
 580:             1             32  com.gemstone.org.jgroups.protocols.FD_SOCK$ServerSocketHandler
 581:             2             32  java.util.regex.Pattern$CharPropertyNames$9
 582:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegion$2
 583:             2             32  [Ljava.lang.reflect.Constructor;
 584:             1             32  [Ljava.lang.OutOfMemoryError;
 585:             2             32  com.gemstone.org.jgroups.Event
 586:             2             32  sun.nio.ch.PipeImpl
 587:             2             32  java.net.InetAddress$Cache
 588:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegion$AdvisorListener
 589:             1             32  com.gemstone.org.jgroups.protocols.pbcast.ParticipantGmsImpl
 590:             2             32  sun.misc.URLClassPath$FileLoader
 591:             1             32  com.gemstone.gemfire.internal.licensing.ClientLicenseService
 592:             1             32  sun.reflect.generics.reflectiveObjects.TypeVariableImpl
 593:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegion$3
 594:             1             32  com.gemstone.gemfire.internal.cache.ClientSubscriptionConfigImpl
 595:             2             32  com.springsource.vfabric.licensing.state.ComponentInstance
 596:             2             32  com.gemstone.org.jgroups.oswego.concurrent.WriterPreferenceReadWriteLock$WriterLock
 597:             1             32  com.gemstone.gemfire.distributed.internal.locks.GrantorRequestProcessor$GrantorRequestContext
 598:             1             32  java.text.DontCareFieldPosition
 599:             1             32  java.util.concurrent.SynchronousQueue$TransferStack$SNode
 600:             2             32  com.gemstone.gemfire.internal.cache.PartitionedRegionStats
 601:             1             32  [Ljava.lang.ref.SoftReference;
 602:             2             32  java.lang.InheritableThreadLocal
 603:             1             32  [Lcom.gemstone.gemfire.cache.LossAction;
 604:             2             32  com.gemstone.gemfire.cache.ResumptionAction
 605:             2             32  [Ljava.net.InetSocketAddress;
 606:             2             32  java.util.regex.Pattern$Begin
 607:             2             32  com.gemstone.gemfire.internal.util.concurrent.StoppableCondition
 608:             2             32  com.springsource.vfabric.licensing.client.ActivatedLicense
 609:             1             32  java.io.DataInputStream
 610:             1             24  com.gemstone.gemfire.internal.cache.tier.CachedRegionHelper
 611:             1             24  java.lang.ref.Reference
 612:             1             24  com.gemstone.gemfire.distributed.internal.FlowControlParams
 613:             1             24  [Lcom.gemstone.gemfire.cache.EvictionAction;
 614:             1             24  com.gemstone.gemfire.internal.cache.CacheConfig
 615:             1             24  sun.nio.cs.UTF_8
 616:             1             24  com.gemstone.gemfire.internal.UniqueIdGenerator
 617:             1             24  [Ljava.lang.management.MemoryManagerMXBean;
 618:             1             24  [Lcom.gemstone.gemfire.internal.InternalDataSerializer$SERIALIZATION_VERSION;
 619:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$6
 620:             1             24  [Lcom.gemstone.gemfire.cache.InterestPolicy;
 621:             1             24  com.gemstone.gemfire.internal.NanoTimer
 622:             1             24  com.gemstone.org.jgroups.protocols.FD_SOCK$BroadcastTask
 623:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$4
 624:             1             24  java.util.RegularEnumSet
 625:             1             24  com.gemstone.gemfire.internal.sequencelog.SequenceLoggerImpl
 626:             1             24  sun.nio.cs.ISO_8859_1
 627:             1             24  com.gemstone.gemfire.internal.ClassPathLoader
 628:             1             24  sun.nio.ch.Util$BufferCache
 629:             1             24  com.gemstone.gemfire.internal.cache.DynamicRegionFactoryImpl
 630:             1             24  com.gemstone.gemfire.internal.cache.PoolManagerImpl
 631:             1             24  com.gemstone.gemfire.internal.cache.ReliableMessageQueueFactoryImpl
 632:             1             24  com.gemstone.org.jgroups.util.ExposedDataOutputStream
 633:             1             24  com.springsource.vfabric.licensing.state.InstanceState
 634:             1             24  [Ljava.util.regex.Pattern;
 635:             1             24  com.gemstone.gemfire.internal.cache.ProxyRegionMap
 636:             1             24  java.util.Collections$SynchronizedSortedSet
 637:             1             24  sun.nio.cs.ext.MS932
 638:             1             24  [Lcom.springsource.vfabric.licensing.events.Event$EventSeverity;
 639:             1             24  com.gemstone.org.jgroups.protocols.FD$HeartbeatSender
 640:             3             24  com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$BlockHandler
 641:             1             24  javax.naming.InitialContext
 642:             1             24  com.gemstone.gemfire.cache.server.internal.ServerMetricsImpl
 643:             1             24  sun.management.MemoryManagerImpl
 644:             1             24  com.gemstone.org.jgroups.util.CondVar
 645:             1             24  [Ljava.lang.management.MemoryType;
 646:             3             24  sun.net.www.protocol.jar.Handler
 647:             1             24  com.gemstone.org.jgroups.util.ExposedByteArrayInputStream
 648:             1             24  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$1
 649:             1             24  [Ljava.net.Proxy$Type;
 650:             1             24  sun.nio.cs.StandardCharsets
 651:             1             24  java.io.WinNTFileSystem
 652:             1             24  java.net.ServerSocket
 653:             1             24  sun.management.MemoryImpl
 654:             1             24  com.gemstone.gemfire.distributed.internal.locks.ElderState
 655:             1             24  java.util.concurrent.DelayQueue
 656:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$7
 657:             1             24  com.gemstone.gemfire.internal.tcp.TCPConduit$1
 658:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$8
 659:             1             24  [Lcom.gemstone.gemfire.internal.licensing.ComponentType;
 660:             1             24  [Lcom.gemstone.gemfire.internal.cache.LocalRegion$IteratorType;
 661:             1             24  com.gemstone.org.jgroups.util.ExposedBufferedOutputStream
 662:             1             24  java.util.regex.Pattern$7
 663:             1             24  [Ljava.net.InetAddress$Cache$Type;
 664:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter
 665:             1             24  com.gemstone.gemfire.internal.cache.xmlcache.CacheXmlPropertyResolverHelper
 666:             1             24  com.gemstone.gemfire.internal.admin.ListenerIdMap
 667:             1             24  sun.management.VMManagementImpl
 668:             1             24  sun.nio.cs.US_ASCII
 669:             1             24  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$2
 670:             1             24  com.gemstone.gemfire.internal.cache.lru.HeapEvictor$2
 671:             1             24  java.net.InetAddress
 672:             1             24  [Lcom.gemstone.gemfire.cache.ResumptionAction;
 673:             1             24  com.gemstone.gemfire.internal.cache.persistence.PersistentMemberManager
 674:             1             24  java.util.Collections$SynchronizedList
 675:             1             24  com.gemstone.gemfire.cache.server.ServerLoad
 676:             1             24  java.lang.Throwable
 677:             1             24  com.gemstone.gemfire.internal.SecurityLogWriter
 678:             1             24  java.util.PriorityQueue
 679:             1             24  com.gemstone.org.jgroups.protocols.PingRsp
 680:             1             24  java.lang.reflect.ReflectPermission
 681:             1             24  com.gemstone.gemfire.distributed.internal.DistributionManager$5
 682:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$25
 683:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$12
 684:             1             16  java.util.regex.Pattern$LastNode
 685:             1             16  com.gemstone.gemfire.internal.cache.control.ResourceManagerStats$1
 686:             1             16  com.gemstone.gemfire.internal.ManagerLogWriter$7
 687:             1             16  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$3
 688:             1             16  com.gemstone.org.jgroups.protocols.FRAG2$FragmentationList
 689:             1             16  [Lsun.reflect.generics.tree.FieldTypeSignature;
 690:             1             16  java.util.regex.Pattern$CharPropertyNames$7
 691:             1             16  java.util.regex.Pattern$CharPropertyNames$20
 692:             1             16  sun.net.ProgressMonitor
 693:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$5
 694:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_CRASH
 695:             1             16  com.gemstone.gemfire.distributed.internal.ReplyProcessor21$2
 696:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_DEPARTURE
 697:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_INVALIDATE
 698:             1             16  com.gemstone.gemfire.distributed.internal.locks.DLockStats
 699:             1             16  com.gemstone.gemfire.internal.cache.PartitionedRegion$1
 700:             1             16  java.util.regex.Pattern$CharPropertyNames$21
 701:             1             16  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$4
 702:             1             16  com.gemstone.org.jgroups.protocols.VIEW_SYNC$ViewSendTask
 703:             1             16  sun.net.spi.DefaultProxySelector
 704:             1             16  java.util.regex.Pattern$CharPropertyNames$18
 705:             1             16  quitada.MyLikeFunctionService
 706:             1             16  [Lcom.gemstone.gemfire.internal.cache.tier.sockets.ServerConnection;
 707:             1             16  com.gemstone.gemfire.internal.StatisticsTypeFactoryImpl
 708:             1             16  java.util.Collections$EmptyMap
 709:             1             16  com.gemstone.gemfire.internal.cache.InitialImageOperation$1
 710:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_ROLE_GAIN
 711:             2             16  sun.nio.ch.SocketDispatcher
 712:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$2
 713:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$2
 714:             1             16  java.util.Collections$SingletonList
 715:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$24
 716:             1             16  java.util.regex.Pattern$CharPropertyNames$8
 717:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$6
 718:             1             16  com.gemstone.gemfire.distributed.internal.InternalDistributedSystem$Stopper
 719:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$8
 720:             1             16  com.gemstone.org.jgroups.util.ExposedByteArrayOutputStream
 721:             1             16  [Ljava.io.ObjectStreamClass$ClassDataSlot;
 722:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$4
 723:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_UPDATE
 724:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_DESTROY
 725:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$16
 726:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_ROLE_LOSS
 727:             1             16  java.util.concurrent.Semaphore
 728:             1             16  [Ljava.security.Provider;
 729:             1             16  java.util.regex.Pattern$CharPropertyNames$17
 730:             1             16  com.gemstone.gemfire.distributed.internal.deadlock.MessageDependencyMonitor
 731:             1             16  java.util.concurrent.TimeUnit$1
 732:             1             16  java.util.Collections$EmptyList
 733:             1             16  java.util.regex.Pattern$CharPropertyNames$6
 734:             1             16  com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$Puller
 735:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_CREATE
 736:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_CREATE
 737:             1             16  com.gemstone.gemfire.internal.cache.TXReservationMgr
 738:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$4
 739:             1             16  com.gemstone.gemfire.internal.admin.remote.RemoteGfManagerAgent$1
 740:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_LIVE
 741:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$7
 742:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$13
 743:             1             16  com.gemstone.gemfire.internal.cache.control.ResourceManagerStats$2
 744:             1             16  com.gemstone.gemfire.internal.cache.ExpirationScheduler
 745:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$13
 746:             1             16  com.gemstone.org.jgroups.protocols.UDP$UcastReceiver
 747:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$MyListener
 748:             1             16  com.gemstone.gemfire.internal.cache.control.InternalResourceManager$LocalHeapStatListener
 749:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$36
 750:             1             16  com.gemstone.gemfire.internal.cache.PRHARedundancyProvider$PRMembershipListener
 751:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$6
 752:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$28
 753:             1             16  com.gemstone.gemfire.internal.cache.AbstractBridgeServer$1
 754:             1             16  [Ljava.lang.reflect.TypeVariable;
 755:             1             16  java.nio.channels.spi.AbstractSelector$1
 756:             1             16  com.gemstone.gemfire.pdx.internal.PeerTypeRegistration$1
 757:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$15
 758:             1             16  java.util.concurrent.TimeUnit$2
 759:             1             16  java.net.Proxy
 760:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$30
 761:             1             16  com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration
 762:             1             16  java.util.jar.Manifest
 763:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$8$1
 764:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$3
 765:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$3
 766:             1             16  java.util.regex.Pattern$CharPropertyNames$16
 767:             1             16  [Lcom.gemstone.org.jgroups.protocols.FD_SOCK$ClientConnectionHandler;
 768:             1             16  com.gemstone.gemfire.distributed.internal.locks.DLockService$DLockStopper
 769:             1             16  com.gemstone.org.jgroups.protocols.FD$Broadcaster
 770:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGISTER_DATASERIALIZER
 771:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_CREATE
 772:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$17
 773:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$11
 774:             1             16  com.gemstone.org.jgroups.protocols.pbcast.STABLE$StableTask
 775:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats
 776:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$1
 777:             1             16  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 778:             1             16  com.springsource.vfabric.licensing.events.EventManager
 779:             1             16  com.gemstone.gemfire.distributed.internal.locks.DLockGrantor$1
 780:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$11
 781:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$5
 782:             1             16  [Ljava.text.FieldPosition;
 783:             1             16  java.io.ByteArrayOutputStream
 784:             1             16  com.gemstone.gemfire.internal.tcp.TCPConduit$Stopper
 785:             1             16  java.util.regex.Pattern$CharPropertyNames$10
 786:             1             16  java.util.TreeMap$KeySet
 787:             1             16  java.util.concurrent.TimeUnit$3
 788:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$MemberEventInvoker
 789:             1             16  com.gemstone.gemfire.internal.cache.CachePerfStats$2
 790:             2             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
 791:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$23
 792:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$14
 793:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$1
 794:             1             16  com.gemstone.gemfire.internal.cache.ha.HAContainerMap
 795:             1             16  com.gemstone.gemfire.internal.cache.tier.sockets.CacheClientNotifierStats
 796:             1             16  com.gemstone.gemfire.internal.licensing.LicenseChecker$DefaultUnlicensedPeerLimiter
 797:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$Stopper
 798:             1             16  com.gemstone.org.jgroups.util.TimeScheduler$TaskQueue
 799:             1             16  java.text.DontCareFieldPosition$1
 800:             1             16  sun.nio.ch.Util$1
 801:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$37
 802:             1             16  [Lcom.gemstone.gemfire.cache.partition.PartitionListener;
 803:             1             16  java.util.regex.Pattern$5
 804:             1             16  com.gemstone.org.jgroups.util.TimeScheduler$Loop
 805:             1             16  com.gemstone.gemfire.internal.i18n.AbstractStringIdResourceBundle
 806:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$2
 807:             1             16  [Lcom.gemstone.gemfire.internal.cache.GatewayHubImpl;
 808:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_DESTROY
 809:             1             16  com.sun.naming.internal.VersionHelper12
 810:             1             16  java.text.MessageFormat$Field
 811:             1             16  com.gemstone.gemfire.internal.cache.tier.InternalBridgeMembership$6
 812:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$8
 813:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$35
 814:             1             16  sun.misc.Launcher
 815:             1             16  com.gemstone.gemfire.distributed.internal.ReplyProcessor21$1
 816:             1             16  [Ljava.lang.Enum;
 817:             1             16  sun.management.ThreadImpl
 818:             1             16  java.util.regex.Pattern$CharPropertyNames$15
 819:             1             16  com.gemstone.gemfire.internal.CopyOnWriteHashSet
 820:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$22
 821:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$5$1
 822:             1             16  java.util.regex.Pattern$CharProperty$1
 823:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$38
 824:             1             16  java.util.concurrent.TimeUnit$4
 825:             1             16  com.gemstone.gemfire.internal.licensing.LogWriterAdapter
 826:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$9
 827:             1             16  sun.jkernel.DownloadManager$1
 828:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$4
 829:             1             16  com.gemstone.gemfire.pdx.internal.WeakConcurrentIdentityHashMap
 830:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$18
 831:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$7
 832:             1             16  com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$1$1
 833:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$12
 834:             1             16  sun.misc.FloatingDecimal$1
 835:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$27
 836:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$34
 837:             1             16  com.gemstone.gemfire.distributed.internal.DistributionManager$4$1
 838:             1             16  com.gemstone.org.jgroups.stack.Configurator
 839:             1             16  java.security.Policy$PolicyInfo
 840:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$31
 841:             1             16  com.gemstone.gemfire.internal.cache.control.InternalResourceManager$2
 842:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$3
 843:             1             16  com.gemstone.gemfire.internal.cache.control.MemoryEventType$1
 844:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$39
 845:             1             16  sun.nio.ch.Util$SelectorWrapper
 846:             1             16  com.gemstone.gemfire.internal.tcp.TCPConduit$2
 847:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$6
 848:             1             16  java.util.regex.Pattern$CharPropertyNames$14
 849:             2             16  java.lang.Shutdown$Lock
 850:             1             16  com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$MyDCReceiver
 851:             1             16  com.gemstone.org.jgroups.protocols.TP$IncomingMessageHandler
 852:             1             16  com.gemstone.gemfire.internal.WindowsProcessStats$1
 853:             1             16  java.util.regex.Pattern$CharPropertyNames$11
 854:             1             16  sun.nio.ch.Util$SelectorWrapper$Closer
 855:             1             16  sun.reflect.generics.tree.FormalTypeParameter
 856:             1             16  com.gemstone.gemfire.internal.cache.GridAdvisor$GridProfileId
 857:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$33
 858:             1             16  sun.management.ClassLoadingImpl
 859:             1             16  java.util.concurrent.TimeUnit$5
 860:             1             16  [Ljava.lang.StackTraceElement;
 861:             1             16  com.gemstone.gemfire.distributed.internal.DistributionStats$3
 862:             1             16  java.util.regex.Pattern$Node
 863:             1             16  java.security.Policy$UnsupportedEmptyCollection
 864:             1             16  com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_INVALIDATE
 865:             1             16  com.gemstone.org.jgroups.protocols.TpHeader
 866:             1             16  com.gemstone.gemfire.internal.cache.control.InternalResourceManager$1
 867:             1             16  com.gemstone.gemfire.internal.concurrent.AtomicIntegerArray5
 868:             1             16  com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$1
 869:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$40
 870:             1             16  com.gemstone.gemfire.internal.InternalDataSerializer$8
 871:             2             16  com.gemstone.gemfire.distributed.internal.DistributionManager$MembershipListenersLock
 872:             1             16  com.gemstone.gemfire.internal.cache.GemFireCacheImpl$Stopper
 873:             1             16  com.gemstone.org.jgroups.protocols.FD$Monitor
